Kaggle_ID,Date,Hour,Temperature,Humidity,Wind speed,Visibility,Dew point temperature,Solar Radiation,Rainfall,Snowfall,Seasons,Holiday,Functioning Day,Record_id,Demand_Category,Month
835,4/1/2018,6,-7.6,47.0,2.3,2000,-16.9,0.0,0.0,0.0,Winter,No Holiday,Yes,1482365,0,1
836,7/5/2018,20,20.9,61.0,2.7,1523,13.0,,0.0,0.0,Spring,No Holiday,Yes,9942189,2,5
837,30/01/2018,20,-1.5,91.0,1.7,270,-2.7,0.0,0.0,3.3,Winter,No Holiday,Yes,824014,0,1
838,6/5/2018,15,17.8,77.0,1.6,2000,13.7,1.13,0.0,0.0,Spring,No Holiday,Yes,4298463,1,5
839,6/8/2018,10,29.8,76.0,1.4,850,25.1,1.52,0.0,0.0,Summer,No Holiday,Yes,3364685,1,8
840,16/03/2018,14,11.0,36.0,1.8,1973,-3.5,2.91,0.0,0.0,Spring,No Holiday,Yes,4919748,1,3
841,2/3/2018,21,1.0,34.0,1.4,1880,-13.1,0.0,0.0,0.0,Spring,No Holiday,Yes,2570371,1,3
842,25/02/2018,11,,29.0,2.6,1293,-12.2,1.87,0.0,0.0,Winter,No Holiday,Yes,1845157,1,2
843,8/12/2017,8,-7.0,59.0,0.8,1559,-13.6,0.01,0.0,0.0,Winter,No Holiday,Yes,4458831,1,12
844,1/5/2018,14,23.0,64.0,2.8,520,15.8,1.59,0.0,0.0,Spring,Holiday,Yes,8363014,2,5
845,19/06/2018,19,23.3,59.0,2.6,1214,14.8,0.28,0.0,0.0,Summer,No Holiday,Yes,15366998,2,6
847,30/05/2018,0,19.1,84.0,1.6,540,16.3,0.0,,0.0,Spring,No Holiday,Yes,3511170,1,5
848,24/12/2017,6,4.9,84.0,1.3,159,2.4,0.0,0.1,0.0,Winter,Holiday,Yes,666920,0,12
849,30/09/2018,7,15.1,81.0,0.8,1939,11.8,0.03,0.0,0.0,Autumn,No Holiday,No,196158,0,9
850,21/06/2018,2,20.2,82.0,0.9,575,17.0,0.0,0.0,0.0,Summer,No Holiday,Yes,3096254,1,6
851,12/3/2018,6,2.8,57.0,0.7,920,-4.8,0.0,0.0,0.0,Spring,No Holiday,Yes,2166863,1,3
852,20/12/2017,2,-7.8,68.0,0.9,1642,-12.6,0.0,0.0,2.0,Winter,No Holiday,Yes,1099940,0,12
853,25/02/2018,4,-1.1,43.0,0.7,1558,-12.1,,0.0,0.0,Winter,No Holiday,Yes,1086771,0,2
854,3/10/2018,6,11.4,84.0,0.3,1742,8.7,,0.0,0.0,Autumn,Holiday,Yes,2180156,1,10
855,8/4/2018,11,6.4,29.0,2.7,2000,-10.3,0.9,0.0,0.0,Spring,No Holiday,Yes,3366270,1,4
856,18/03/2018,18,10.4,47.0,0.4,824,-0.4,,0.0,0.0,Spring,No Holiday,Yes,1922265,1,3
857,25/05/2018,0,17.6,57.0,1.8,943,8.9,0.0,0.0,0.0,Spring,No Holiday,Yes,5051086,1,5
858,18/06/2018,9,24.7,59.0,1.1,616,16.1,1.8,0.0,0.0,Summer,No Holiday,Yes,6896465,2,6
860,2/2/2018,0,-4.9,56.0,,1982,-12.3,0.0,0.0,0.0,Winter,No Holiday,Yes,1750434,0,2
861,16/01/2018,13,5.8,47.0,0.8,382,-4.6,0.53,0.0,0.0,Winter,No Holiday,Yes,2044672,1,1
862,1/9/2018,10,26.0,54.0,1.5,2000,15.9,2.13,0.0,0.0,Autumn,No Holiday,Yes,5294508,1,9
863,13/10/2018,6,6.6,80.0,1.0,1424,3.3,0.0,,0.0,Autumn,No Holiday,Yes,1481693,1,10
864,17/11/2018,20,5.4,43.0,2.7,1913,-6.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,4217327,1,11
866,20/01/2018,8,0.3,63.0,0.4,1140,-5.9,0.0,0.0,0.0,Winter,No Holiday,Yes,1667515,1,1
867,17/10/2018,3,10.2,80.0,0.3,1191,6.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,1375586,1,10
868,3/10/2018,13,22.5,40.0,2.6,1854,8.2,2.64,0.0,0.0,Autumn,Holiday,Yes,9851518,2,10
869,9/8/2018,18,28.1,86.0,2.3,1244,25.5,0.28,0.5,0.0,Summer,No Holiday,Yes,10189203,2,8
871,19/11/2018,3,4.8,65.0,0.8,1179,-1.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,1033898,0,11
872,7/12/2017,0,1.4,92.0,0.5,240,0.2,0.0,0.0,0.9,Winter,No Holiday,Yes,1400006,0,12
873,21/08/2018,20,27.7,69.0,1.6,1992,21.4,,0.0,0.0,Summer,No Holiday,Yes,11798017,2,8
874,11/11/2018,1,8.8,89.0,0.7,213,7.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,2884243,1,11
875,28/02/2018,19,2.5,95.0,1.9,838,1.7,0.0,0.0,0.0,Winter,No Holiday,Yes,773885,0,2
876,18/04/2018,20,13.0,41.0,2.3,1164,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,6994822,2,4
877,17/02/2018,6,-6.2,32.0,2.5,2000,-20.2,0.0,0.0,0.0,Winter,Holiday,Yes,655491,0,2
878,24/10/2018,8,8.1,85.0,1.2,772,5.7,0.26,0.0,0.0,Autumn,No Holiday,Yes,11577848,2,10
879,30/03/2018,16,20.7,36.0,,811,5.0,1.82,0.0,0.0,Spring,No Holiday,Yes,6149398,2,3
880,3/8/2018,6,30.5,62.0,1.3,1583,22.3,0.01,0.0,0.0,Summer,No Holiday,Yes,3805097,1,8
881,18/10/2018,13,18.1,43.0,2.2,2000,5.3,2.3,0.0,0.0,Autumn,No Holiday,Yes,6055069,2,10
882,4/2/2018,1,-10.5,48.0,3.1,2000,-19.4,,0.0,0.0,Winter,No Holiday,Yes,1233368,0,2
883,28/04/2018,4,11.4,78.0,1.8,362,7.6,0.0,,0.0,Spring,No Holiday,Yes,1516991,0,4
884,6/2/2018,19,-8.4,37.0,4.0,2000,-20.5,0.0,0.0,0.0,Winter,No Holiday,Yes,1626876,1,2
885,23/10/2018,2,10.6,68.0,0.9,603,4.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,2528740,1,10
886,28/03/2018,13,17.5,54.0,3.1,1065,8.0,1.63,0.0,0.0,Spring,No Holiday,Yes,4075056,1,3
887,14/12/2017,21,-4.8,45.0,0.8,1351,-14.9,0.0,0.0,0.0,Winter,No Holiday,Yes,1997428,1,12
888,23/09/2018,18,22.3,53.0,2.7,2000,12.2,0.44,0.0,0.0,Autumn,Holiday,Yes,8419449,2,9
890,4/2/2018,10,-11.2,43.0,3.5,1359,-21.3,1.04,0.0,0.0,Winter,No Holiday,Yes,1456963,0,2
891,20/03/2018,0,6.3,42.0,3.3,2000,-5.6,0.0,0.0,0.0,Spring,No Holiday,Yes,2261815,1,3
893,26/06/2018,5,23.7,64.0,0.9,876,16.4,0.0,0.1,0.0,Summer,No Holiday,Yes,341955,0,6
894,6/9/2018,18,25.8,58.0,2.9,2000,16.9,0.16,0.0,0.0,Autumn,No Holiday,Yes,12910228,2,9
895,26/01/2018,0,-15.1,34.0,1.7,2000,-27.4,0.0,0.0,0.5,Winter,No Holiday,Yes,1356694,0,1
896,2/4/2018,19,19.1,60.0,3.4,1592,11.1,0.1,0.0,0.0,Spring,No Holiday,Yes,9680110,2,4
897,9/3/2018,9,,60.0,1.3,1969,-3.5,0.71,,0.0,Spring,No Holiday,Yes,3108788,1,3
898,11/11/2018,8,6.3,81.0,,365,3.2,0.11,0.0,0.0,Autumn,No Holiday,Yes,2625524,1,11
901,8/4/2018,2,2.2,49.0,1.9,2000,-7.4,0.0,0.0,0.0,Spring,No Holiday,Yes,1488511,0,4
902,3/6/2018,6,16.9,62.0,0.4,1768,9.5,0.06,0.0,0.0,Summer,No Holiday,Yes,1241455,1,6
903,28/05/2018,22,21.1,54.0,0.6,2000,11.4,0.0,0.0,0.0,Spring,No Holiday,Yes,9797321,2,5
904,27/07/2018,5,,86.0,0.8,657,24.6,0.0,0.0,0.0,Summer,No Holiday,Yes,2335475,1,7
905,29/04/2018,18,20.1,28.0,3.2,1114,1.0,0.89,,0.0,Spring,No Holiday,Yes,10371776,2,4
906,3/2/2018,13,-5.8,38.0,3.7,1961,-17.8,2.25,0.0,0.0,Winter,No Holiday,Yes,2004496,1,2
907,28/06/2018,20,21.0,96.0,0.1,1431,20.3,,0.0,0.0,Summer,No Holiday,Yes,5413060,1,6
908,6/3/2018,20,6.1,31.0,2.8,2000,-9.8,0.0,0.0,0.0,Spring,No Holiday,Yes,3737246,1,3
909,9/7/2018,23,20.4,96.0,0.6,1137,19.7,,1.0,0.0,Summer,No Holiday,Yes,845960,0,7
910,19/07/2018,15,33.7,41.0,2.5,1924,18.6,3.04,0.0,0.0,Summer,No Holiday,Yes,4114914,1,7
911,16/10/2018,21,14.3,72.0,1.0,1374,9.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,8016201,2,10
912,8/9/2018,8,17.1,57.0,1.0,1979,8.5,0.76,0.0,0.0,Autumn,No Holiday,Yes,4701628,1,9
913,18/06/2018,10,26.1,53.0,0.9,554,15.7,2.14,0.0,0.0,Summer,No Holiday,Yes,4547495,1,6
915,5/9/2018,7,19.8,79.0,0.9,2000,16.0,0.13,0.0,0.0,Autumn,No Holiday,Yes,8173796,2,9
917,6/3/2018,19,7.1,30.0,2.7,2000,-9.3,0.02,0.0,0.0,Spring,No Holiday,Yes,4692480,1,3
918,5/12/2017,17,-1.6,35.0,0.0,2000,-15.1,0.0,,0.0,Winter,No Holiday,Yes,3281606,1,12
919,2/1/2018,22,-3.4,33.0,2.4,2000,-17.4,0.0,,0.0,Winter,No Holiday,Yes,1872756,1,1
920,23/01/2018,3,-8.6,68.0,3.3,2000,-13.4,0.0,0.0,1.0,Winter,No Holiday,Yes,1124990,0,1
921,27/11/2018,1,4.5,82.0,0.4,350,1.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,2666053,1,11
922,12/12/2017,9,-11.8,46.0,2.9,1956,-21.1,0.1,0.0,0.0,Winter,No Holiday,Yes,2170392,1,12
923,2/9/2018,5,20.6,65.0,1.1,2000,13.7,,0.0,0.0,Autumn,No Holiday,Yes,1347400,0,9
924,19/11/2018,21,5.8,44.0,2.2,1205,-5.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,5794398,1,11
925,23/08/2018,20,29.2,62.0,2.1,1952,21.1,0.0,0.1,0.0,Summer,No Holiday,Yes,2364926,1,8
926,30/10/2018,23,7.7,50.0,1.0,1988,-2.0,,0.0,0.0,Autumn,No Holiday,Yes,2967182,1,10
927,21/04/2018,4,13.6,67.0,1.6,521,7.5,,0.0,0.0,Spring,No Holiday,Yes,1608450,0,4
928,24/03/2018,16,12.3,61.0,3.4,359,4.9,,0.0,0.0,Spring,No Holiday,Yes,4982016,1,3
929,19/01/2018,16,4.9,27.0,2.8,1648,-12.5,0.65,0.0,0.0,Winter,No Holiday,Yes,2095720,1,1
930,1/6/2018,5,17.8,75.0,1.0,1210,13.3,0.0,0.0,0.0,Summer,No Holiday,Yes,1854766,1,6
931,10/2/2018,7,1.6,81.0,1.4,393,-1.3,0.0,0.0,0.0,Winter,No Holiday,Yes,1444848,0,2
932,19/07/2018,7,23.6,75.0,0.9,856,18.9,0.36,0.0,0.0,Summer,No Holiday,Yes,7040845,2,7
933,25/05/2018,3,15.4,71.0,,780,10.1,0.0,0.0,0.0,Spring,No Holiday,Yes,2191561,1,5
934,14/09/2018,2,21.3,75.0,1.1,2000,16.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,2969050,1,9
935,10/2/2018,18,-2.0,15.0,5.6,2000,-25.2,,0.0,0.0,Winter,No Holiday,Yes,2010041,1,2
936,18/09/2018,20,22.6,58.0,1.4,2000,13.9,0.0,0.0,0.0,Autumn,No Holiday,No,524404,0,9
938,20/08/2018,20,29.8,61.0,3.4,1525,21.4,,0.0,0.0,Summer,No Holiday,Yes,10443721,2,8
939,3/3/2018,22,10.2,49.0,1.7,1972,0.0,,,0.0,Spring,No Holiday,Yes,2758196,1,3
940,24/08/2018,2,25.4,85.0,2.0,1453,22.6,0.0,,0.0,Summer,No Holiday,Yes,1244844,0,8
941,24/08/2018,19,23.6,86.0,3.0,1275,21.1,0.04,0.0,0.0,Summer,No Holiday,Yes,5212919,1,8
942,12/1/2018,8,-15.1,44.0,1.2,2000,-24.6,0.0,0.0,0.0,Winter,No Holiday,Yes,2432370,1,1
943,13/03/2018,18,15.7,68.0,3.3,1473,9.8,,0.0,0.0,Spring,No Holiday,Yes,9094540,2,3
944,22/10/2018,23,12.0,59.0,0.4,685,4.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,5631564,1,10
945,31/08/2018,5,23.1,84.0,0.5,1022,20.2,0.0,0.0,0.0,Summer,No Holiday,Yes,1339808,1,8
946,21/10/2018,7,7.2,76.0,0.5,1113,3.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,2330157,1,10
947,30/06/2018,6,22.1,85.0,0.5,303,19.4,0.01,0.1,0.0,Summer,No Holiday,Yes,2448104,1,6
948,19/03/2018,7,6.5,88.0,1.4,515,4.6,0.0,0.0,0.0,Spring,No Holiday,Yes,2561224,1,3
949,6/11/2018,7,8.3,84.0,0.9,422,5.7,0.0,0.0,0.0,Autumn,No Holiday,No,840573,0,11
951,17/03/2018,5,1.0,62.0,0.9,2000,-5.4,0.0,0.0,0.0,Spring,No Holiday,Yes,428608,0,3
952,8/8/2018,7,28.2,82.0,1.5,985,24.8,0.19,0.0,0.0,Summer,No Holiday,Yes,6140490,2,8
953,26/09/2018,14,24.1,33.0,1.3,2000,6.8,2.52,0.0,0.0,Autumn,No Holiday,Yes,10177649,2,9
954,27/11/2018,0,4.9,79.0,0.5,391,1.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,3011599,1,11
955,4/2/2018,0,-10.4,49.0,2.4,2000,-19.0,0.0,0.0,0.0,Winter,No Holiday,Yes,552988,0,2
956,31/08/2018,13,28.7,46.0,2.6,1815,15.9,3.1,,0.0,Summer,No Holiday,Yes,5040991,1,8
957,31/08/2018,1,23.7,77.0,1.1,1099,19.4,0.0,0.0,0.0,Summer,No Holiday,Yes,3940797,1,8
958,18/08/2018,21,26.8,48.0,0.9,2000,14.8,0.0,0.0,0.0,Summer,No Holiday,Yes,10712522,2,8
959,28/09/2018,19,19.3,61.0,0.8,2000,11.5,,0.0,0.0,Autumn,No Holiday,No,228488,0,9
960,11/5/2018,21,16.4,52.0,1.5,1273,6.5,,0.0,0.0,Spring,No Holiday,Yes,8688191,2,5
961,6/8/2018,18,32.8,63.0,1.3,1799,24.8,0.31,0.0,0.0,Summer,No Holiday,Yes,10320671,2,8
962,28/12/2017,8,-4.7,30.0,0.6,2000,-19.6,0.0,0.0,0.0,Winter,No Holiday,Yes,3501573,1,12
963,25/12/2017,3,-2.3,52.0,3.4,1947,-10.8,0.0,0.0,0.0,Winter,Holiday,Yes,1277137,0,12
964,8/2/2018,23,-4.3,44.0,0.7,1247,-14.7,0.0,0.0,0.0,Winter,No Holiday,Yes,1760508,0,2
966,21/10/2018,20,13.8,52.0,1.6,1341,4.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,6695203,2,10
967,10/1/2018,13,-5.1,43.0,4.7,1901,-15.7,1.18,0.0,0.4,Winter,No Holiday,Yes,1805916,0,1
968,2/4/2018,20,18.2,65.0,,1563,11.5,0.0,0.0,0.0,Spring,No Holiday,Yes,8848805,2,4
969,11/10/2018,1,7.3,59.0,0.1,2000,-0.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,3015056,1,10
970,26/10/2018,18,13.1,74.0,1.6,1989,8.5,0.05,0.0,0.0,Autumn,No Holiday,Yes,10783783,2,10
971,4/3/2018,1,8.3,91.0,0.1,282,6.9,,0.0,0.0,Spring,No Holiday,Yes,1542013,0,3
972,7/10/2018,5,15.1,89.0,1.1,1615,13.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,1277020,0,10
973,15/05/2018,7,16.2,79.0,1.2,239,12.5,0.36,0.0,0.0,Spring,No Holiday,Yes,6653808,2,5
974,6/10/2018,18,20.5,66.0,1.2,2000,13.9,0.16,0.0,0.0,Autumn,No Holiday,Yes,10976912,2,10
975,14/02/2018,7,1.3,66.0,1.1,1534,-4.3,0.0,0.0,0.0,Winter,No Holiday,Yes,2274339,1,2
976,24/04/2018,16,15.5,52.0,1.7,2000,5.6,0.7,0.0,0.0,Spring,No Holiday,Yes,6154499,2,4
978,3/5/2018,8,10.5,67.0,2.3,1221,4.6,0.98,0.0,0.0,Spring,No Holiday,Yes,10757325,2,5
979,14/03/2018,17,20.5,49.0,3.5,2000,9.4,1.18,0.0,0.0,Spring,No Holiday,Yes,7611906,2,3
980,27/06/2018,0,20.5,94.0,3.7,896,19.4,0.0,0.0,0.0,Summer,No Holiday,Yes,3420931,1,6
983,25/12/2017,7,-4.6,46.0,2.8,2000,-14.4,0.0,0.0,0.0,Winter,Holiday,Yes,1079387,0,12
984,15/08/2018,20,28.4,69.0,1.5,2000,22.1,,0.0,0.0,Summer,Holiday,Yes,8818232,2,8
985,30/04/2018,13,23.3,45.0,1.8,684,10.6,2.96,0.0,0.0,Spring,No Holiday,Yes,5735821,2,4
987,19/05/2018,8,13.7,57.0,1.4,2000,5.3,1.28,0.0,0.0,Spring,No Holiday,Yes,4479349,1,5
988,18/09/2018,21,22.1,61.0,1.5,2000,14.2,0.0,0.0,0.0,Autumn,No Holiday,No,835353,0,9
989,28/12/2017,16,0.3,57.0,2.3,1204,-7.2,0.19,0.0,0.0,Winter,No Holiday,Yes,2807479,1,12
990,19/11/2018,20,6.0,50.0,1.5,931,-3.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,5294025,1,11
991,7/7/2018,3,20.4,59.0,1.0,2000,12.1,0.0,0.0,0.0,Summer,No Holiday,Yes,3061529,1,7
992,2/3/2018,14,3.4,23.0,,1545,-15.8,2.74,0.0,0.0,Spring,No Holiday,Yes,2862258,1,3
993,6/10/2018,23,16.9,84.0,0.9,2000,14.1,,0.0,0.0,Autumn,No Holiday,Yes,6176507,2,10
994,6/4/2018,1,7.2,95.0,0.2,683,6.4,0.0,0.5,0.0,Spring,No Holiday,Yes,1150082,0,4
995,28/11/2018,3,3.5,38.0,,907,-9.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,1531717,1,11
996,1/2/2018,17,0.3,26.0,2.4,1977,-17.0,0.45,0.0,0.0,Winter,No Holiday,Yes,1881177,1,2
997,15/12/2017,11,-2.9,46.0,1.0,809,-12.9,0.42,0.0,0.0,Winter,No Holiday,Yes,1586697,1,12
999,15/04/2018,8,7.0,78.0,0.9,656,3.4,0.56,0.0,0.0,Spring,No Holiday,Yes,3057692,1,4
1000,17/12/2017,3,-9.0,40.0,3.1,2000,-20.1,0.0,0.0,0.0,Winter,No Holiday,Yes,568175,0,12
1001,20/08/2018,9,27.5,54.0,1.0,1993,17.3,0.81,0.0,0.0,Summer,No Holiday,Yes,6077791,1,8
1003,7/9/2018,3,21.1,75.0,1.8,1551,16.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,1750957,1,9
1004,15/01/2018,3,4.4,70.0,1.7,928,-0.6,0.0,0.0,0.0,Winter,No Holiday,Yes,560893,0,1
1005,3/2/2018,8,-9.5,56.0,3.5,1979,-16.6,0.01,0.0,0.3,Winter,No Holiday,Yes,1615368,0,2
1006,4/12/2017,5,2.0,83.0,2.7,253,-0.5,0.0,0.0,0.0,Winter,No Holiday,Yes,877742,0,12
1007,16/04/2018,14,18.0,28.0,1.6,1820,-0.8,3.11,0.0,0.0,Spring,No Holiday,Yes,5644102,1,4
1008,15/07/2018,16,32.8,52.0,3.0,1803,21.6,,0.0,0.0,Summer,No Holiday,Yes,5932578,2,7
1009,29/06/2018,2,22.2,96.0,0.8,269,21.5,0.0,0.2,0.0,Summer,No Holiday,Yes,2512868,1,6
1010,19/12/2017,3,-2.8,58.0,1.6,1315,-9.9,0.0,0.0,2.6,Winter,No Holiday,Yes,710907,0,12
1011,23/11/2018,3,,45.0,1.1,2000,-11.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,1704601,0,11
1012,11/5/2018,8,13.1,78.0,,330,9.3,0.41,,0.0,Spring,No Holiday,Yes,10338378,2,5
1013,18/03/2018,19,10.0,53.0,1.7,796,0.8,0.01,0.0,0.0,Spring,No Holiday,Yes,1430123,1,3
1014,19/11/2018,9,4.6,60.0,0.8,967,-2.5,0.46,0.0,0.0,Autumn,No Holiday,Yes,4787930,1,11
1015,18/06/2018,12,28.4,45.0,2.2,649,15.3,,,0.0,Summer,No Holiday,Yes,5884401,1,6
1017,10/11/2018,16,16.0,37.0,1.9,984,1.2,0.94,0.0,0.0,Autumn,No Holiday,Yes,7315841,2,11
1018,21/08/2018,3,26.8,62.0,4.5,1742,18.9,0.0,0.1,0.0,Summer,No Holiday,Yes,1393349,0,8
1019,11/4/2018,13,15.6,38.0,4.7,1558,1.3,3.32,0.0,0.0,Spring,No Holiday,No,310014,0,4
1020,19/06/2018,0,21.5,63.0,1.0,1740,14.1,0.0,0.0,0.0,Summer,No Holiday,Yes,6519249,2,6
1021,16/01/2018,3,0.3,70.0,0.6,438,-4.5,0.0,0.0,0.0,Winter,No Holiday,Yes,785441,0,1
1022,5/3/2018,20,4.3,57.0,1.3,2000,-3.4,0.0,0.0,0.0,Spring,No Holiday,Yes,3768842,1,3
1023,30/07/2018,10,32.0,50.0,2.1,1992,20.2,2.34,0.0,0.0,Summer,No Holiday,Yes,4066467,1,7
1024,26/01/2018,4,-16.4,36.0,1.5,2000,-28.0,0.0,0.0,0.5,Winter,No Holiday,Yes,997446,0,1
1025,8/6/2018,6,18.8,78.0,2.0,1259,14.8,0.01,0.0,0.0,Summer,No Holiday,Yes,4555981,1,6
1026,19/01/2018,17,4.1,34.0,3.1,1810,-10.3,0.28,0.0,0.0,Winter,No Holiday,Yes,2871066,1,1
1027,29/01/2018,8,-11.5,38.0,1.0,1998,-23.0,0.01,0.0,0.0,Winter,No Holiday,Yes,3216316,1,1
1028,23/02/2018,5,1.0,91.0,0.7,257,-0.3,0.0,0.0,3.8,Winter,No Holiday,Yes,368700,0,2
1029,7/2/2018,20,-5.8,44.0,2.1,1994,-16.1,0.0,0.0,0.0,Winter,No Holiday,Yes,2219381,1,2
1030,20/06/2018,20,23.3,68.0,3.6,895,17.0,,0.0,0.0,Summer,No Holiday,Yes,12898405,2,6
1031,6/1/2018,7,-6.6,65.0,1.0,1320,-12.0,0.0,0.0,0.0,Winter,No Holiday,Yes,1171448,0,1
1032,15/12/2017,2,-6.8,58.0,0.4,1089,-13.6,0.0,0.0,0.0,Winter,No Holiday,Yes,1072423,0,12
1033,11/4/2018,6,9.0,86.0,2.0,442,6.7,0.0,0.0,0.0,Spring,No Holiday,No,237647,0,4
1034,29/05/2018,7,19.9,63.0,1.1,934,12.6,0.24,0.0,0.0,Spring,No Holiday,Yes,7544533,2,5
1035,17/12/2017,14,,26.0,3.1,1933,-20.0,,0.0,0.0,Winter,No Holiday,Yes,1989660,1,12
1036,3/4/2018,5,16.9,73.0,1.6,1275,12.0,0.0,0.0,0.0,Spring,No Holiday,Yes,1512355,0,4
1037,14/06/2018,21,22.2,72.0,1.0,1786,16.9,0.0,0.0,0.0,Summer,No Holiday,Yes,9491479,2,6
1038,28/08/2018,11,25.9,79.0,1.7,1900,21.9,0.9,0.0,0.0,Summer,No Holiday,Yes,2785691,1,8
1039,27/01/2018,11,-9.6,33.0,1.1,1748,-22.9,0.9,0.0,0.3,Winter,No Holiday,Yes,1207550,0,1
1040,1/12/2017,5,-6.4,37.0,1.5,2000,-18.7,0.0,0.0,0.0,Winter,No Holiday,Yes,1149587,0,12
1041,12/8/2018,7,27.4,61.0,0.6,2000,19.2,0.17,0.0,0.0,Summer,No Holiday,Yes,1984110,1,8
1042,8/12/2017,17,-2.4,30.0,2.7,2000,-17.6,0.18,,0.0,Winter,No Holiday,Yes,2975087,1,12
1043,16/03/2018,19,8.1,36.0,1.2,2000,-6.1,0.06,0.0,0.0,Spring,No Holiday,Yes,5276560,1,3
1044,5/10/2018,15,17.2,96.0,0.6,213,16.5,,4.0,0.0,Autumn,No Holiday,Yes,342220,0,10
1045,25/11/2018,23,3.8,83.0,1.1,390,1.1,0.0,0.0,0.4,Autumn,No Holiday,Yes,2841567,1,11
1047,19/05/2018,14,22.8,39.0,2.6,1983,8.1,3.39,0.0,0.0,Spring,No Holiday,Yes,11194797,2,5
1048,17/03/2018,18,10.6,42.0,2.8,1307,-1.8,0.31,0.0,0.0,Spring,No Holiday,Yes,5322617,1,3
1049,7/1/2018,22,,40.0,0.5,1305,-11.0,,0.0,0.0,Winter,No Holiday,Yes,2126663,1,1
1050,18/02/2018,14,4.1,17.0,1.8,1996,-18.8,1.87,0.0,0.0,Winter,No Holiday,Yes,2409098,1,2
1051,26/09/2018,18,22.1,45.0,1.5,2000,9.6,0.27,0.0,0.0,Autumn,No Holiday,Yes,12668596,2,9
1052,2/6/2018,5,17.8,69.0,1.1,951,12.0,0.0,,0.0,Summer,No Holiday,Yes,1922663,1,6
1053,3/10/2018,0,14.5,74.0,0.4,2000,9.9,0.0,0.0,0.0,Autumn,Holiday,Yes,5750230,1,10
1054,5/11/2018,6,7.2,83.0,0.8,636,4.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,2989903,1,11
1055,15/11/2018,22,8.7,53.0,0.4,764,-0.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,5599180,1,11
1056,8/3/2018,22,2.8,74.0,2.1,469,-1.3,0.0,0.0,0.0,Spring,No Holiday,Yes,3053658,1,3
1057,9/7/2018,10,21.1,73.0,1.2,1957,16.0,0.4,0.0,0.0,Summer,No Holiday,Yes,1276391,1,7
1058,14/07/2018,12,30.2,58.0,2.3,1359,21.0,2.64,0.0,0.0,Summer,No Holiday,Yes,5710079,1,7
1059,13/11/2018,1,5.6,68.0,0.5,1576,0.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,2602083,1,11
1060,17/04/2018,14,19.8,23.0,2.6,1472,-1.9,3.01,0.0,0.0,Spring,No Holiday,Yes,5691190,1,4
1061,25/03/2018,23,8.0,82.0,1.3,196,5.1,0.0,0.0,0.0,Spring,No Holiday,Yes,2099786,1,3
1062,16/09/2018,4,22.5,89.0,0.7,444,20.5,0.0,0.3,0.0,Autumn,No Holiday,Yes,1608328,0,9
1063,20/10/2018,3,9.5,77.0,0.4,1611,5.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,2082029,1,10
1064,14/02/2018,2,1.2,64.0,0.9,1680,-4.8,0.0,0.0,0.0,Winter,No Holiday,Yes,1178830,0,2
1065,14/04/2018,13,8.8,93.0,1.7,597,7.7,0.38,0.0,0.0,Spring,No Holiday,Yes,1000912,0,4
1066,8/8/2018,12,34.1,46.0,1.6,1885,20.8,2.72,0.0,0.0,Summer,No Holiday,Yes,4249520,1,8
1067,21/08/2018,0,28.3,59.0,3.7,1945,19.5,0.0,0.0,0.0,Summer,No Holiday,Yes,4953493,1,8
1069,22/07/2018,18,36.3,35.0,3.0,1860,18.3,0.89,0.0,0.0,Summer,No Holiday,Yes,6194666,2,7
1071,10/8/2018,0,27.1,84.0,0.2,1161,24.1,0.0,0.0,0.0,Summer,No Holiday,Yes,5380759,1,8
1072,18/06/2018,5,20.0,80.0,0.3,824,16.4,0.0,0.0,0.0,Summer,No Holiday,Yes,2447953,1,6
1073,26/08/2018,1,22.5,80.0,0.6,2000,18.8,0.0,0.0,0.0,Summer,No Holiday,Yes,4772679,1,8
1074,2/2/2018,11,-1.4,37.0,1.0,1317,-14.2,0.91,0.0,0.0,Winter,No Holiday,Yes,1809330,1,2
